title,rating,num_reviews,num_published_lectures,last_update_date,duration_hours,num_subscribers,headline,technologies,days_since_last_update
"Installing Wordpress - Installation, Registrars & Hosting",4.9261074,261,28,2020-11-19,25.0,7622,"Wordpress installation using separate domain registrar and web host, plus why it is essential to set it up that way.",WordPress,1625
SQL Server 2019: What’s New - New and Enhanced Features,4.531428,261,37,2022-11-09,35.0,1414,Learn what's new and enhanced in SQL Server 2019 such as Intelligent Query Processing and much more,SQL,905
Angular 8 Certification Training (basic to advanced level),4.6329446,260,30,2020-10-24,205.0,33395,"Become a Front End / Full Stack Web Developer with complete command over Angular 8. Code, build, deploy an Angular 8 app",Angular,1651
Pivotal Cloud Foundry (PCF) For Java and Spring Developers,4.3104024,260,33,2023-01-17,2.0,2094,Deploy Spring Boot and Spring MVC Applications To Pivotal Cloud Foundry With MySQL. Learn Spring Cloud with Spring Boot.,Java,836
Upgrade from JSP to Thymeleaf with SpringMVC and Spring Boot,4.941246,259,52,2019-10-27,4.0,2048,"Replace Java Server Pages with Thymeleaf - the modern, design friendly, template engine, to build better Spring web apps",Spring Boot,2014
Learn To Build DevOps Pipeline On Azure Cloud,4.430872,259,48,2018-12-03,65.0,1799,Master DevOps on cloud and automate your development pipeline,Azure,2342
iOS 13 & Swift 5:  Chat App With Firestore | MVVM,4.7592516,259,42,2020-03-18,9.0,1161,Real Time Chat App with Cloud Firestore & Swift 5,Swift,1871
"Object Detection Web App with TensorFlow, OpenCV and Flask",3.5866902,259,10,2021-01-14,1.0,52353,Build an Object Detection Model from Scratch using Deep Learning and Transfer Learning,Flask,1569
Data Science and Machine Learning Masterclass with R,4.477068,259,152,2019-05-10,15.0,9432,"Data Science by IITan - Data Science :Data Manipulation , Data Science Data Visualization, Data Science : Data Analytics","Machine Learning, Data Science",2184
Ruby On Rails For Web Development,4.2315717,259,35,2021-11-22,6.0,2989,Watch over my shoulder as I build a Pinterest-style website. I'll walk you through it step by step quickly and easily!,"Ruby, Ruby on Rails, Web Development",1257
Rest Api's in Asp.Net and C#,4.0251718,258,43,2018-02-27,25.0,897,"Build REST Api's With Asp.Net , Entity Framework and C#",C#,2621
Learn Java Programming - Beginners guide 2022,4.121678,258,49,2022-09-18,4.0,24226,Learn Java And Become a Java Programmer. Learn Core OOP Java fundamentals,Java,957
CSS Flexbox in Depth 2023,4.7004905,258,50,2022-11-13,6.0,20917,Don't just learn CSS Flexbox. Gain experience in it. Take your HTML and CSS to a new level.,CSS,901
SQL for Beginners with Microsoft SQL Server Database,4.5788927,258,26,2021-06-17,25.0,914,Step by Step guide for learning SQL. Go from Zero to Hero and learn SQL with Microsoft SQL Server Database.,SQL,1415
Building Microservices with Spring Boot and Spring Cloud,4.7238064,260,250,2023-02-02,235.0,19738,"Build Microservices using Spring Boot 3, Spring Cloud, React JS, Kafka, RabbitMQ, REST API, Docker and IntelliJ IDEA",Spring Boot,820
Time Series Analysis and Forecasting with Python,4.5338726,258,52,2022-01-26,105.0,5847,"Learn Python for Pandas, Statsmodels, ARIMA, SARIMAX, Deep Learning, LSTM and Forecasting into Future",Python,1192
The Complete Java Developer Course -Mastering Java from zero,4.6264715,257,344,2022-09-04,535.0,2004,Learn Java from Zero to Hero. Become a Computer Programmer and start building complex projects. Earn Java Certification,Java,971
Become a Node.js developer:/Node.js/Express.js/MongoDB/API,3.712794,256,104,2021-06-12,10.0,31519,Learn Node.js from scratch by building a real-world  Chat application and a REST  API,"Node.js, Express.js, MongoDB",1420
Hands-On Guide to Argo Workflows on Kubernetes,3.675488,256,60,2021-07-09,7.0,3048,Learn how to orchestrate Kubernetes-native workflows with Argo Workflows.,Kubernetes,1393
Master Web Scraping with Python Do 16 Projects,3.6855233,256,24,2019-09-02,2.0,2040,"Master web scraping python in just 2.5 hours, most practical web scraping course",Python,2069
Become a Front End Web Developer - JavaScript for Beginners,4.41228,256,334,2022-02-27,155.0,25873,"Best JavaScript course for beginners with step by step instructions. Learn basics, ES6, DOM and AJAX with mini project.",JavaScript,1160
AWS Serverless Microservices with Patterns & Best Practices,4.2242374,255,249,2023-02-08,29.0,8043,"AWS Event-driven Serverless Microservices using AWS Lambda, API Gateway, EventBridge, SQS, DynamoDB and CDK for IaC",AWS,814
Kubernetes and Docker: The Container Masterclass,4.0266232,255,116,2021-12-21,75.0,1724,"Build, Ship, Run and Manage your Containerized Web-applications efficiently on local premise and Cloud","Docker, Kubernetes",1228
From Sketch Design to iOS App with Swift and Xcode,4.6092577,255,42,2018-09-11,4.0,1693,Master Creating Custom User Interfaces for Your Apps: Design a Cool iOS App and Build it From Start to Finish,Swift,2425
Machine Learning for Apps,4.366077,255,42,2017-10-19,7.0,11371,Start building more intelligent apps with Machine Learning. Take advantage of this new foundational framework!,Machine Learning,2752
Python Programming: A Practical Approach,4.3912253,254,94,2021-08-19,14.0,4839,"Theory, Lab programs, and Tutorials on Job Interview Questions and Solutions of problems from University Exam papers",Python,1352
Next.JS with Sanity CMS - Serverless Blog App (w/ Vercel),4.524558,254,84,2022-02-15,13.0,2689,"Build your own Blog App with the latest Next.JS & React(Next 9.4+, React hooks). Learn how to use headless Sanity CMS.",Next.js,1172
Full WordPress Website For Beginners: Learn WordPress A-Z,4.800585,253,87,2021-11-09,14.0,15828,"Learn how to create a complete website with WordPress (no coding) - Elementor, WooCommerce, Membership, Email forms &...",WordPress,1270
Kotlin Masterclass Programming Course: Android Coding Bible,4.3538804,253,86,2019-01-18,55.0,31900,"Kotlin is a very powerful language. Serves as the foundation for all things Android, widely used in the industry.",Kotlin,2296
"Mobile App Development for Beginners (Swift 3, iPhone iOS10)",4.5838094,253,327,2017-08-15,33.0,6766,iPhone (iOS 10) app development. The complete development course. Use Swift 3 & Xcode 8 to design 10 iPhone apps.,Swift,2817
Python for beginners : Learn in 3 hours,3.9971428,253,42,2018-11-10,3.0,8435,"Python Mastery Unleashed: A Comprehensive 3-Hour Tutorial for Beginners and Beyond with In-Depth Coverage on Coding, Cou",Python,2365
Mastering ASP.NET Core MVC 3.1 & 5.0 From Scratch Using C#,4.0104866,253,161,2021-11-01,23.0,1577,Learn How to build Modern Web Applications using ASP.NET Core MVC - Step By Step,C#,1278
"Learn HTML,CSS,JAVASCRIPT",3.7348046,253,63,2022-07-28,5.0,11279,"Learn HTML, CSS and JS in a better way","JavaScript, HTML, CSS",1009
How To Become A SQL Server Cloud Architect on AWS,4.1129656,253,39,2015-05-11,15.0,1770,Moving Your SQL Server to The Cloud,"SQL, AWS",3644
Python Programming Complete Beginners Course Bootcamp 2023,4.5509405,252,52,2022-12-12,45.0,58620,2024 Complete Python Bootcamp || Python Beginners to advanced || Python Master Class || Mega Course,Python,872
Basic HTML & CSS for beginners (Build One Project),3.3706508,252,49,2018-11-27,45.0,6997,Build your programming career with the ultimate basic HTML5 & CSS course!,"HTML, CSS",2348
JavaScript Basics made easy for beginners,4.463207,254,37,2023-01-23,35.0,12340,"Quick start to learning JavaScript for beginners, explore how to write JavaScript with script examples and exercises",JavaScript,830
React JS Notes App & Crash Course,3.6568413,252,11,2021-09-07,25.0,10524,Learn React while building a cool notes application,React,1333
Python Playground for Kids & Absolute Beginners,4.094756,252,11,2020-11-13,42.0,4692,Let's play Python with wizard and fairy!,Python,1631
"React Native Mobile App - design, code and publish",4.0030913,252,26,2020-01-13,8.0,29438,Build your very first mobile app from start to finish,React,1936
Introduction To Data Science,3.6169996,252,28,2015-03-01,6.0,4581,Use the R Programming Language to execute data science projects and become a data scientist.,Data Science,3715
2022 Python Bootcamp for Data Science Numpy Pandas & Seaborn,4.2346306,252,91,2021-10-19,65.0,39413,"With Exercises : Learn to use NumPy, Pandas, Seaborn , Matplotlib  for Data Manipulation and Exploration with Python","Python, Data Science",1291
Express.js Node.js & MongoDB,4.037635,251,35,2018-06-02,25.0,4998,Fast development never been easy,"Node.js, Express.js, MongoDB",2526
Refactoring Pyramid explained in simple steps (Java),4.350322,251,19,2021-03-26,2.0,2350,"Clean code gradually and notice emerging Design Patterns like Interpreter, Fluent Builder, Factory Methods",Java,1498
Jupyter Notebook for Data Science,4.4224415,251,20,2018-09-06,3.0,2133,"Collaborate, create interactive visualizations, and manipulate big data in the language of your choice.",Data Science,2430
Working with WebSockets in Go (Golang),4.5654335,251,86,2021-11-23,14.0,7808,How to make highly interactive and responsive applications using WebSockets and Go,Go,1256
Flutter - Firebase - MySQL : Multi-store App (Full - Deep),4.491029,251,260,2023-02-14,425.0,4170,"Building E-Commerce Multi Shop App from scratch with Flutter , Dart , Firebase, mysql and Stripe payment Gateway","Firebase, MySQL",808
Create a Website from Scratch using HTML CSS step by step,3.6191635,251,21,2021-11-15,15.0,30808,A beginner guide to using HTML and CSS to create websites learn step by step how to create HTML code and then apply CSS,"HTML, CSS",1264
JavaScript And PHP And Python Programming Complete Course,4.3359437,251,101,2022-02-06,8.0,102003,Learn JavaScript And PHP And Python Programming language In One JavaScript And PHP And Python Complete Course,"Python, JavaScript, PHP",1181
Introduction to Java Programming for Online Learners,3.9426734,250,135,2021-02-18,23.0,2297,"Supplemental instruction on java concepts found in online programming courses,  designed to help students truly learn.",Java,1534
"CSS, Bootstrap ,JavaScript, Web Development Course",4.3191547,250,56,2022-02-12,5.0,93557,"Learn Web Development Complete Course, CSS, Bootstrap And JavaScript complete Web development Stack course 2022","JavaScript, CSS, Web Development",1175
Complete Python and Machine Learning in Financial Analysis,4.638841,250,83,2023-01-15,205.0,56420,"Using Python, Machine Learning, and Deep Learning in Financial Analysis with step-by-step coding (with all codes)","Python, Machine Learning",838
"What's New in C# 6, C# 7 and Visual Studio 2017",4.321833,250,29,2020-07-16,1.0,7427,"Learn new features of C# 6, C# 7 and Visual Studio 2017 on practical examples",C#,1751
Tensorflow Deep Learning - Data Science in Python,4.639974,249,71,2022-11-01,75.0,3345,Tensorflow Deep Learning Python : Tensorflow Neural Network Training : Tensorflow Models - Android Java : Tensorflow C#,"Python, Data Science",913
Learn C#: Make a Databased App with Entity Framework,4.255561,248,24,2014-06-01,25.0,1420,Learn how to create an application in C# that can generate it's own database using Entity Framework and Code First.,C#,3988
2023 Complete SQL Bootcamp from Zero to Hero in SQL,4.3708014,248,59,2023-01-13,35.0,46032,Become an expert in SQL by learning through concept &amp; Hands-on coding :),SQL,840
Python and Flask Full-Stack Web Development for beginners,3.8680308,248,349,2021-06-11,355.0,19718,Learn to create and deploy web applications with Python and Flask,"Python, Flask, Web Development",1421
Object Oriented PHP & TDD with PHPUnit from Scratch,4.55835,248,68,2021-12-05,125.0,9106,"Master Object-Oriented PHP, PHPUnit, Design Patterns, and Dependency Management for Real-World Applications",PHP,1244
Python Game Development using Pygame and Python 3,4.234108,248,17,2020-04-09,25.0,1216,"Master game development with Pygame and Python. Includes Shooting bullets, collision detection & building Space Invaders",Python,1849
Complete guide to building a GraphQL API,3.9460151,248,25,2017-10-06,2.0,1243,Everything you need to know to build your own GraphQL API,GraphQL,2765
Python 3 Programming A Step By Step Guide for Beginners,4.3463926,248,89,2020-07-11,85.0,2848,Best Course To Learn Python 3 Programming for Beginners,Python,1756
Absolute Beginners Introduction to Amazon Web Services (AWS),4.3581014,248,29,2018-03-27,3.0,4154,"Hands on course to get you started in AWS by creating free account, learning key concepts & applying best practices",AWS,2593
JavaScript AJAX PHP mySQL create a Dynamic web Form project,3.2304974,248,33,2021-11-15,35.0,37533,Use JavaScript and PHP to create a database submission AJAX form.  Project using JSON AJAX PHP mySQL JavaScript together,"JavaScript, PHP, MySQL",1264
Full Stack Web Development with React,3.6181302,248,18,2020-05-20,155.0,44480,"Become a Web Developer with mastery over React. Learn latest ReactJS concepts - Redux, React Router, JSX, Webpack, more.","React, Web Development",1808
The Complete Python and JavaScript Course: Build Projects,3.8531597,248,228,2018-07-26,27.0,24982,Want to learn ES6 development and TensorFlow stock market prediction modeling? Build your first web app in this course!,"Python, JavaScript",2472
"Databases with Python: MySQL, SQLite & MongoDB with Python",4.456015,247,47,2022-11-02,3.0,91669,Learn and understand how to work with SQL and NoSQL Databases with the Python Programming Language.,"Python, MongoDB, MySQL, SQLite",912
Django in AWS (EC2): Fundamentals Course,3.9140816,247,46,2016-01-30,55.0,3691,"A beginner course for Django web developers. Learn to launch, optimize & scale your app in Amazon Web Services.","Django, AWS",3380
AWS Identity and Access Management (IAM) Foundations,4.4677176,246,36,2021-10-28,3.0,69291,"Setup and Configure Multiple Users in an AWS account using IAM. Assign Privileges, Create Access Logs, and Setup MFA.",AWS,1282
AWS Lambda - A Practical Guide,4.6895275,248,40,2022-02-19,75.0,10810,"Learn the fundamentals of AWS Lambda and 3 practice projects using API Gateway, SQS, Cloudwatch Events, and CDK",AWS,1168
Spring Boot and React with Test Driven Development,4.37237,246,196,2023-01-09,205.0,2722,"Learn Spring Boot & React by building a complete application with TDD (JUnit, Jest, React Testing Library)","React, Spring Boot",844
Modern .NET Ecosystem and .NET Core,4.558279,246,27,2020-07-16,15.0,1323,Learn all the modern .NET concepts. .NET Core is the Future of .NET,.NET Core,1751
The Comprehensive Statistics and Data Science with R Course,4.18394,245,219,2019-10-09,195.0,2922,"Learn how to use R for data science tasks, all about R data structures, functions and visualizations, and statistics.",Data Science,2032
Azure Databricks and Spark SQL (Python),4.6226735,245,81,2022-11-29,75.0,17892,Master Azure Databricks with PySpark: Your Hands-On Guide to Advanced Data Engineering and Analysis (DP203),"Python, SQL, Azure",885
Build 10 JavaScript Projects in less than 6 Hours .,4.1179986,245,55,2021-06-11,55.0,44707,Boost your coding skills  : Create 10  Practical and useful apps using JavaScript in less than  6 hours,JavaScript,1421
Learn ECMA Script 6+ with Modern JavaScript Explained (2023),3.4031231,245,21,2022-04-29,1.0,28963,Start learning the modern language of JavaScript with ECMA Script. Beginner Guide to Building Modern JavaScript Web Apps,JavaScript,1099
Build an app in less than 1 hour using React Native,4.4501305,245,14,2017-06-21,15.0,6474,Learn React Native and it's principles by building a tinder like jokes app,React,2872
C# in 3 Hours: C# Programming Tutorial for Beginners,4.162051,245,34,2016-09-20,3.0,5246,C# in 3 Hours. C#Made Easy. No Previous Experience Required. Ultimate Guide to C#. Master C# Programming.,C#,3146
Node.js REST API with Express & MongoDB - Solid Architecture,4.8647943,245,29,2020-04-07,3.0,1082,"Build MVC Rest API with Node.js, Express & MongoDB. Secure REST API with JWT, document API with Swagger, Mongoose ODM","Node.js, MongoDB",1851
Loopback 4: Modern ways to Build APIs in Typescript & NodeJs,4.161026,245,47,2022-12-23,5.0,1356,"Build Amazing APIs with Typescript, NodeJs, MongoDB, and Mysql",TypeScript,861
Learn Angular 8 & Web API by creating a Full Stack Web App,4.5324707,245,43,2019-06-06,55.0,15464,Practical based approach to learn Angular 8 by creating a simple full stack app using Angular 8 and Web API,Angular,2157
Python - Solve 250 Python Quizzes,4.5051923,246,19,2021-02-21,42.0,4659,"Solve 250 quizzes to boost your Python skills and prepare for any test, exam or interview. Python Cheat Sheet included!",Python,1531
CSS and CSS3 For Absolute Beginners,4.0481896,244,31,2020-08-05,5.0,10942,Start learning CSS and CSS3 for free today. ,CSS,1731
DevOps on AWS: Learn to set up your infrastructure on cloud,4.37159,244,38,2018-12-03,55.0,1687,A project based unique course which will teach you Cloud Computing  and DevOps both from ground up.,AWS,2342
Node.Js: Building REST APIs with Sails.js(v1.0),4.5761714,243,50,2022-10-31,25.0,3981,"The complete guide to build Resful APIS with Sails.js(v1.0), Mysql, and MongoDB","Node.js, REST APIs",914
SQL Tricky Interview Questions Preparation Course,3.8167958,243,64,2018-02-08,3.0,1935,Handle Tough Interview Questions on SQL. Save time in Interview preparation.,SQL,2640
Convert a one page HTML5 Template to a WordPress Theme,4.8476577,243,14,2023-02-01,15.0,16184,Get a minimum viable WordPress theme by converting a simple one page HTML5 template into a fully functional theme.,WordPress,821
React Pizza Shop - Ordering Food with Hooks and Firebase,3.8880737,243,43,2021-01-22,5.0,1333,"Build a Tasty Restaurant Ordering App with React Hooks, Firebase, and Styled-Components. Mamma Mia!","React, Firebase",1561
Learn Coding with C# from Scratch | C# Comprehensive Course,4.1393805,242,64,2022-10-31,4.0,76985,"Mastering C# 10 with the modern features, know how it works. Become A Professional C# Developer in no time!",C#,914
Python and Ruby programming Complete step-by-step Tutorial,3.4613812,242,160,2015-12-13,13.0,18896,Learn complete python and ruby programming languages from scratch. Also learn GUI Programming.,"Python, Ruby",3428
Android App Development Kotlin Bootcamp : MobDevOpsKT+ 2023,3.929975,242,132,2023-01-19,36.0,99610,Learn Kotlin and develop android applications from 0 to Hero. Start your Android App Development career now and be Pro !,Kotlin,834
Laravel Database Queries - From Beginner to Super Advanced,4.735607,241,102,2022-04-25,85.0,1777,Master Laravel Query Builder and Eloquent ORM - the Most Important Things when building any Dynamic Web App in Laravel,Laravel,1103
"SQL for beginners with :( PostgreSQL, MySQL, SQL Server )",4.5086308,240,79,2021-10-19,8.0,24517,Master the basics of querying databases and manipulating data,"SQL, PostgreSQL, MySQL",1291
Learn SQL Server DBA Skills from Scratch,3.8695297,240,84,2021-09-03,85.0,1899,A guide to becoming an SQL Server Database Administrator - DBA,SQL,1337
Machine Learning In The Cloud With Azure Machine Learning,4.1478744,240,35,2019-02-07,3.0,5613,Introduction to machine learning in the cloud with Azure Machine Learning.,"Azure, Machine Learning",2276
Ionic 4 - Build PWA and Mobile Apps with Angular,4.3770027,240,61,2019-08-07,35.0,1045,"Build Progressive Web Apps, Native Android and iOS Apps with Ionic 4 and Angular",Angular,2095
Android Firebase Masterclass - Master Google Firebase,4.331429,240,123,2021-01-24,20.0,3406,Create Cloud based Android applications using Google Firebase and expand your career options,Firebase,1559
Learn how to build Amazon website using Vue.js  and Node.js,4.4636636,240,103,2020-01-12,95.0,4954,"Use Vue.js, Nuxt.js , Node.js, MongoDB, Stripe, Algolia and AWS to clone an actual Amazon website","Vue.js, Node.js",1937
Reflections and Annotation in Java Uncomplicated,4.5582733,240,28,2022-09-13,4.0,3157,Build your own Spring like Dependency Injection and Hibernate Like ORM tools using core java Reflections and Annotations,Java,962
Python PCAP: Pass Certified Associate in Python Programming,4.655641,240,72,2023-02-06,55.0,12351,Take your basic Python to the next level and pass the PCAP exam (Associate level),Python,816
Node.js and React: Build a complete web chat application,4.4612565,240,103,2020-11-30,95.0,13478,"Learn how to build a chat application using Node.js and React with Web Sockets, PostgreSQL, Redux and much more.","React, Node.js",1614
PostgreSQL:  Advanced SQL Queries and Data Analysis,2.8807662,240,64,2021-06-08,7.0,3346,Learn Practical Hands-on  Advanced PostgreSQL Queries and Data Analysis,"SQL, PostgreSQL",1424
Docker Compose in Depth,4.2758126,239,53,2017-02-24,2.0,2098,Learn Docker containerization in depth using Docker's Compose Tool,Docker,2989
100 Days of JavaScript,4.4510603,239,208,2022-12-21,605.0,4322,"Sharpen your JavaScript skills by building Amazing projects over the next 100 Days with HTML, CSS and JavaScript.",JavaScript,863
"React, Angular, Node In-Depth Guide: Beginner to Pro (2020)",4.18233,239,401,2020-09-15,795.0,2365,"Beginner to Advance Web Developer Guide. Master Angular (Angular 8+), React + Redux (React 16.12+) & Node with Mongo DB!","React, Angular",1690
Mastery in Java Web Services and RESTful API with SpringBoot,4.841726,239,83,2021-06-05,85.0,26038,Build Java Web Services and REST API - RESTful and SOAP - with Spring & Spring Boot,Java,1427
"Become a JavaScript developer - Learn (React, Node,Angular)",3.3221931,238,198,2021-06-09,19.0,9308,Learn Hands-on Practical  JavaScript Development with : JavaScript|React|Node|Angular,"JavaScript, React, Angular",1423
Android P& Kotlin -Complete Android App Development Bootcamp,4.1236053,238,248,2020-11-06,265.0,1356,Learn Android Development  from beginning to End Using Android Studio 3 and Android P,Kotlin,1638
Build Outstanding Java Apps with JavaFX much faster,3.6822364,238,22,2015-09-10,4.0,1118,Launch a beautiful Java app by the end of the week. Learn smarter Programming with the JavaFX GUI Framework.,Java,3522
The Complete C# Developers: Code the Right Way,3.7530584,238,170,2018-10-22,24.0,40531,Unlock the full potential of C# programming from beginner to advanced levels with our comprehensive training course.,C#,2384
Java Programming: Learn Core Java and Improve Java Skills,4.894755,237,88,2023-02-01,8.0,4861,Learn core Java Programming with this core Java course.This java programming course will take you more experienced level,Java,821
Ruby on Rails: Training and Skills to Build Web Applications,4.081158,237,43,2014-01-29,7.0,9449,Designed for entrepreneurs who want to learn to code their own ideas. No prior experience needed.,"Ruby, Ruby on Rails",4111
Practical SQL Reporting with SSRS,4.250516,237,20,2021-06-01,2.0,2872,Get hands on with Microsoft SQL Server Reporting Services and learn how to create reports that can viewed over the web,SQL,1431
Data Science:Hands-on Covid19 Face Mask Detection-CNN&OpenCV,4.0520163,237,10,2020-11-16,2.0,10704,A Practical Hands-on Data Science Guided Project on Covid-19 Face Mask Detection using Deep Learning & OpenCV,Data Science,1628
Makefile and GNU make for C/C++ Projects on Linux systems,3.82467,237,44,2022-08-12,2.0,1703,Makefile and GNU make for C/C++ Projects Embedded gnu makefile stm32 programming Yocto Linux Systems gcc cmake kernel,"C++, Linux",994
"*UPDATED* Web Development Secrets 2023 - CRP, HTTP, AJAX ETC",4.38678,236,135,2023-01-13,85.0,2725,"An advanced Critical Rendering Path (CRP) course for everyone! Render tree, DOM, CSSOM, render blocking resources + MORE",Web Development,840
Intro To Ruby Programming,4.691841,236,32,2021-11-22,3.0,1799,Beginners Series,Ruby,1257
WordPress Full Site Editing with Gutenberg,4.8191648,239,57,2022-12-01,55.0,2654,"Design your theme as well as your posts and pages using Gutenberg, Full Site Editor.",WordPress,883
Introduction to PHP Programming Language,3.990882,236,18,2021-02-23,25.0,20433,Learn the basics of PHP programming.,PHP,1529
Web Architecture With Golang - Google's Go Language,4.6223135,235,101,2022-04-20,13.0,5331,"Learn Golang Web Architecture, Git, Curl, Interfaces, Context, Error Handling, & Escape Analysis with the Go Language",Go,1108
2023-Master in Core Python Programming in 99Days,4.0580225,235,518,2023-01-28,32.0,68084,Complete Python Bootcamp | Learn Python Programming Masterclass with Practical Code (Notes + Source Code) in 99 Days.,Python,825
Python Programming/Script/OOP/Advanced for Python Projects,4.9106464,235,252,2022-08-13,205.0,1634,Python for Projects Script Advanced Python Object Oriented Programming Python OOP Python 3 Automation Python Projects,Python,993
Python & Web Fundamentals Course,3.8524072,235,47,2020-07-24,75.0,17091,"Learn to become a professional Python Programmer! Hours of lectures and problems, excellent for beginners!",Python,1743
Data Science for Professionals,4.4474354,235,33,2018-11-30,65.0,7334,It's time to leave spreadsheets behind...,Data Science,2345
A Complete Guide to the JAMstack and React E-Commerce,4.156091,235,483,2021-10-05,79.0,3004,"Master next-generation full stack architecture: best speed, security, and scalability with React, Gatsby, and Strapi.",React,1305
Beginners Ruby Programming Training - No Experience Required,3.6909714,235,76,2017-01-09,5.0,18097,A Ruby Programming Course Training Video. Learn Real-World Programming Techniques At Your Own Pace.,Ruby,3035
JavaScript for Beginners Welcome to learning JavaScript,3.8697374,235,27,2019-11-21,2.0,16797,Learn JavaScript here Simple to follow step by step guide building JavaScript code from scratch beginner course,JavaScript,1989
Microsoft SQL Server 2012 Certification Training Exam 70-463,4.435208,235,62,2017-01-09,7.0,3780,Study For Implementing a Data Warehouse with Microsoft SQL Server 2012 (Exam 70-463) Training,SQL,3035
The Complete Azure SQL Database Bootcamp:Beginner To Expert,4.0826488,235,26,2021-06-30,2.0,2903,How to use Azure SQL Database and SQL Server within an Azure Virtual Machine (VM). Live practical demos on all subjects.,"SQL, Azure",1402
Ansible: Beginner to Pro,4.4294195,237,111,2021-08-25,45.0,4306,Master Ansible In No Time,Ansible,1346
Advanced Database Design For a Relational DB w/ MySQL,3.2200963,234,26,2018-02-01,2.0,11236,No basics here. Advanced learnings and best practices for those who want to get to their next level.,MySQL,2647
Advanced React TypeScript Redux StyledComponents: Sudoku App,3.9085362,234,47,2020-03-02,65.0,1677,Learn to apply best practices while building a mobile-friendly offline-capable React app with TypeScript and Redux,"TypeScript, React",1887
C# Console Programming Exercises for Beginners Step by Step,3.9707565,234,83,2020-10-12,125.0,10806,Learn C# by doing programming projects for beginners,C#,1663
The Complete iOS Developer - Create Real Apps in Swift,3.7635767,234,164,2017-07-31,425.0,1622,"Learn iOS Coding with Swift from a pro! Includes, Starter, Bronze, Silver and Gold Editions!",Swift,2832
Xamarin Android Uber Clone App with C# and Firebase,4.2249804,234,92,2020-07-28,155.0,1602,Learn advanced Xamarin Android concepts by building a fully complete and functional Uber Clone app using Firebase,"C#, Firebase",1739
Python Developer Bootcamp in 2022 - Beginner to Expert,4.491112,234,502,2021-09-11,82.0,2260,"Master Python in this Gigantic Bootcamp along with SQL, HTML5, CSS3, Flask, Django, Data Science, Machine Learning &amp; GUI",Python,1329
SAP PO: Java Mapping Training with 10 Programs,4.5779157,234,41,2019-04-24,25.0,2063,Learn how to write your own Java Mapping in Eclipse Tool with various scenarios covered.,Java,2200
Kids Coding - Beginner HTML,4.5422564,235,19,2013-07-19,1.0,7118,"Learn the life long, worth while and in demand skill of programming! Your kid could be the next Zuckerberg!",HTML,4305
Software UI Automation Testing using Java-Selenium from A-Z,4.335261,233,266,2022-10-03,29.0,7160,"UI Automation : With Basic Java from Beginner to Framework level with realtime examples-TestNg,GIT,Maven,Jenkins covered",Java,942
Complete Python Tutorial for Beginners,4.6527166,233,130,2022-01-04,175.0,7368,"If you’re ready to buckle down and learn Python programming, here’s where you should start.",Python,1214
Complete Python Image Processing Masterclass,3.9679914,232,99,2022-06-27,12.0,2325,"Become an expert in Image Processing in Python 3: Learn Scikit-image and OpenCV with NumPy, Matplotlib, and Jupyter",Python,1040
Learn and Earn with HTML & CSS,4.2222786,232,69,2016-03-14,4.0,9368,Learn HTML & CSS step by step and start earning with these skills,"HTML, CSS",3336
Learn C++ Programming By Making Games Volume 2,4.2602267,232,189,2022-03-18,285.0,3406,An in depth and practical look at Object Oriented Programming,C++,1141
React Testing Library and Jest: The Complete Guide,4.7589946,232,92,2023-02-01,75.0,21414,"A complete, all-in-one guide to fully testing your React projects using React Testing Library and Jest.",React,821
AWS Serverless REST APIs for Java Developers. CI/CD included,4.59846,232,237,2023-01-13,145.0,6610,"Build Serverless REST APIs with Java. AWS Lambda, Amazon API Gateway, AWS SAM, AWS Developer Tools.","Java, AWS, REST APIs, CI/CD",840
"Create web app with Angular 12, .NET Core Web API & Mongo DB",3.968058,233,20,2021-07-24,1.0,17964,"learn to create a full stack web application from scratch using Mongo DB, .NET Core Web API and Angular 12","Angular, .NET Core",1378
Sending email with PHP: from Basic to Advanced,4.8120666,232,45,2018-02-19,2.0,1892,"Learn how to send emails from your PHP website, including best practices.",PHP,2629
PHP with Laravel  - Create a Restaurant  Management System,4.6798835,232,76,2020-09-10,95.0,2007,"Learn PHP, MVC, and Laravel Framework to create a POS for restaurants.","PHP, Laravel",1695
CoreData for Swift Development (Swift 4.2 & iOS 12),4.567274,231,51,2019-04-10,8.0,1605,"Master the Core Data in Swift 4.2 and iOS 12, and take your iOS development skills to the next level",Swift,2214
How to Become A Data Scientist Using Azure Machine Learning,3.8738835,231,39,2015-12-28,1.0,1192,A Practical Introduction To Microsoft's Azure Machine Learning Tools,"Azure, Machine Learning",3413
Using Modern JavaScript Today,4.6096215,231,68,2016-02-22,165.0,2281,what every web developer needs to know,JavaScript,3357
The Definitive Node.Js Developer Course,3.690536,231,239,2018-05-14,235.0,1554,"Take you coding to the next level with Node js, the most popular Javascript open source server framework.",Node.js,2545
The Complete Rust Programming Course,4.3024316,232,169,2022-12-09,17.0,7307,"The BIGGEST Rust course online! Master Rust in 2024 with challenges, coding practices and more!",Rust,875
"Complete Beginners Java Tutorial -Java, JavaFx,Maven,Jenkins",4.313969,230,143,2018-08-26,255.0,11057,Become A Professional Java Developer From Scratch,Java,2441
