title,rating,num_reviews,num_published_lectures,last_update_date,duration_hours,num_subscribers,headline,technologies,days_since_last_update
Next.js & React - The Complete Guide (incl. Two Paths!),4.7171454,9986,276,2022-12-19,25.0,127267,Learn NextJS 15 from the ground up and build fullstack ReactJS + NextJS apps with the App Router or Pages Router!,"React, Next.js",865
The Complete Android 12 & Kotlin Development Masterclass,4.468004,9930,299,2022-07-13,475.0,89787,"Learn Android 14 App Development From Beginner to Advanced Developer. Build Apps like Trello, 7Min Workout, Weather App",Kotlin,1024
"Modern JavaScript (Complete guide, from Novice to Ninja)",4.7896886,9928,188,2021-10-30,205.0,36181,Learn Modern JavaScript from the very start to ninja-level & build awesome JavaScript applications.,JavaScript,1280
Learn JAVA Programming - Beginner to Master,4.587684,9856,333,2022-10-18,615.0,103201,Deep Dive in Core Java programming -Standard Edition. A Practical approach to learn Java. Become a Java Expert,Java,927
Xamarin Forms: Build Native Cross-platform Apps with C#,4.3921356,9801,117,2018-04-25,75.0,46908,"Learn to build native mobile apps for Android, iOS and Windows using your existing C# skills",C#,2564
Selenium WebDriver 4 With Java - Novice To Ninja + Interview,4.488277,9735,290,2022-09-28,44.0,40829,"Join the ""Top Rated Selenium 4 (Latest) Course""-Basics To Advanced Level With POM, Grid, Maven,GitHub,Jenkins,Interviews",Java,947
GraphQL with React: The Complete Developers Guide,4.3411717,9643,116,2023-02-01,135.0,68469,Learn and master GraphQL by building real web apps with React and Node,"React, GraphQL",821
Complete guide to ASP.NET Core MVC (.NET 6),4.5026565,9613,200,2023-01-05,145.0,83609,"Build real world e-commerce application using ASP.NET Core MVC, Entity Framework Core and ASP.NET Core Identity.",.NET,848
Artificial Intelligence: Reinforcement Learning in Python,4.6764865,9538,111,2023-02-04,145.0,47032,"Complete guide to Reinforcement Learning, with Stock Trading and Online Advertising Applications",Python,818
"50 Projects In 50 Days - HTML, CSS & JavaScript",4.6723957,9477,164,2020-12-08,185.0,84852,"Sharpen your skills by building 50+ quick, unique and fun mini projects","JavaScript, HTML, CSS",1606
Python for Beginners with Examples,4.3627167,9436,84,2022-08-22,45.0,97002,A Python course for the busy ones to learn Python programming. Learn and practice Python by building two complete apps.,Python,984
Python 3: Deep Dive (Part 1 - Functional),4.8140574,9286,162,2022-12-28,46.0,62749,"Variables, Functions and Functional Programming, Closures, Decorators, Modules and Packages",Python,856
Master Hibernate and JPA with Spring Boot in 100 Steps,4.487206,9196,164,2022-12-22,14.0,79133,"Learn Hibernate, JPA (Java Persistence API) and Spring Data JPA using Spring and Spring Boot",Spring Boot,862
Teach Your Kids to Code: Learn to Program Python at Any Age!,4.42445,9191,113,2021-02-14,8.0,40097,"Short, colorful apps and games you can use to teach and learn programming at any age! Chromebook, PC, Mac and Linux!",Python,1538
Selenium WebDriver Masterclass with C#,4.3998127,9075,634,2023-01-24,44.0,29456,Build Your Own Automation Framework And Learn Everything About Selenium WebDriver. Zero Previous Knowledge Required.,C#,829
Python for Computer Vision with OpenCV and Deep Learning,4.561217,9049,92,2021-03-14,14.0,64932,"Learn the latest techniques in computer vision with Python , OpenCV , and Deep Learning!",Python,1510
Unit Testing for C# Developers,4.669491,9039,86,2018-04-25,6.0,57392,"Master unit testing C# code with NUnit and Moq: all about dependency injection, best practices and pitfalls to avoid",C#,2564
Learn Git by Doing: A step-by-step guide to version control,4.451281,8977,25,2017-01-31,15.0,28499,Learn the basics of Git through detailed and easy to follow along screencasts. Start using Git today!,Git,3013
React Front To Back,4.237048,8937,91,2021-01-05,14.0,33915,"Learn Modern React 16.8+ Including Hooks, Context API, Full Stack MERN & Redux By Building Real Life Projects",React,1578
"React, NodeJS, Express & MongoDB - The MERN Fullstack Guide",4.544102,8883,208,2022-11-18,19.0,77431,"Build fullstack React.js applications with Node.js, Express.js & MongoDB (MERN) with this project-focused course.","React, MongoDB",896
Data Science: Deep Learning and Neural Networks in Python,4.638649,8814,89,2023-02-04,12.0,58630,"The MOST in-depth look at neural network theory for machine learning, with both pure Python and Tensorflow code","Python, Data Science",818
Web Development Masterclass - Online Certification Course,4.49605,8789,398,2022-09-08,26.0,487271,Cloud Computing | Web Apps | Linux | Web Servers | DBMS | LAMP Stack | HTML | CSS | JavaScript | PHP | + More,Web Development,967
Python OOP : Four Pillars of OOP in Python 3 for Beginners,4.554025,8736,25,2021-11-15,25.0,85638,Python OOP Simplified: Learn Object Oriented Programming using Python in a way that you really understand,Python,1264
Complete Java SE 8 Developer Bootcamp - OCA Prep Included,4.54375,8718,165,2016-12-20,12.0,36312,"Master the Foundations of Java and the Topics of the Oracle Certified Associate, Java SE 8 Programmer Exam (1Z0-808)",Java,3055
"Java Multithreading, Concurrency & Performance Optimization",4.6016574,8564,34,2023-02-12,45.0,72635,"Become an expert in Multithreading, Concurrency & Parallel programming in Java, with strong emphasis on high performance",Java,810
Bash Shell Scripting: Crash Course For Beginners,4.6366677,8543,75,2020-04-24,55.0,49030,"Learn Bash Shell Scripting from total beginner:Start from the Command Line,finish with a real world Shell Script Project",Bash,1834
NestJS Zero to Hero - Modern TypeScript Back-end Development,4.572639,8490,136,2021-07-23,9.0,126588,Develop and deploy enterprise back-end applications following best practices using Node.js and TypeScript,TypeScript,1379
Learn Cucumber BDD with Java -MasterClass Selenium Framework,4.574545,8479,86,2023-01-01,135.0,68820,Step by Step Cucumber BDD Framework Tutorial with Java and implement Robust Selenium WebDriver Framework from scratch,Java,852
Go Java Full Stack with Spring Boot and Angular,4.4648585,8455,131,2022-12-22,115.0,84595,Become a Full Stack Java Developer. Build Your First Java Full Stack Application with Angular and Spring Boot.,"Java, Go, Angular, Spring Boot",862
Python for beginners - Learn all the basics of python,4.280844,8436,31,2022-12-05,5.0,342993,Learn how to program in python- python functions-python basic apps - python tips and tricks -  Other Python features,Python,879
R Programming: Advanced Analytics In R For Data Science,4.533764,8312,53,2023-01-09,6.0,61969,"Take Your R & R Studio Skills To The Next Level. Data Analytics, Data Science, Statistical Analysis in Business, GGPlot2",Data Science,844
Python for Beginners,4.587336,8127,78,2019-11-27,11.0,123769,"Python Programming, OOP in Python, Database connectivity, Web Development using Python",Python,1983
Interactive Python Dashboards with Plotly and Dash,4.6212773,8113,69,2019-09-04,95.0,49357,"Learn how to create interactive plots and intelligent dashboards with Plotly, Python, and the Dash library!",Python,2067
DP-900 Azure Data Fundamentals Exam Prep In One Day,4.485553,8081,49,2023-02-11,4.0,59079,Learn the basics of Azure database services and get certified with this complete DP-900 course!,Azure,811
Advanced Javascript,4.6433616,8053,47,2020-02-19,65.0,40464,In only seven hours you will learn enough javascript to transform from a Junior JS Dev into a Senior JS Guru,JavaScript,1899
Python Network Programming for Network Engineers (Python 3),4.616413,8025,171,2023-01-03,13.0,283099,Program networks using Python version 3. Learn network programmability with this practical GNS3 and Cisco course,Python,850
"HTML, CSS, & JavaScript - Certification Course for Beginners",4.2061973,7874,113,2020-01-29,55.0,302161,"A Comprehensive Guide for Beginners interested in learning HTML, CSS, & JavaScript to Build Interactive Web Pages.","JavaScript, HTML, CSS",1920
Python and Flask Bootcamp: Create Websites using Flask!,4.6664762,7845,127,2020-12-03,20.0,52613,Create awesome websites using the powerful Flask framework for Python!,"Python, Flask",1611
Modern Java - Learn Java 8 features by coding it,4.538242,7846,102,2023-01-15,11.0,52800,"Learn Functional programming using Lambdas, Streams , new Date APIs, Optionals in Java 8 by coding it.",Java,838
"Angular (Full App) with Angular Material, Angularfire & NgRx",4.4715195,7813,140,2022-11-18,115.0,45913,"Use Angular, Angular Material, Angularfire (+ Firebase with Firestore) and NgRx to build a real Angular App",Angular,896
Learn Object Oriented PHP By Building a Complete Website,4.224132,7812,33,2018-12-03,45.0,113055,Quick and Easy Guide to Master OOPs in PHP,PHP,2342
Full Stack: Angular and Java Spring Boot E-Commerce Website,4.611574,7757,322,2023-02-09,26.0,109050,Build a Full Stack E-Commerce website with Angular and Java Spring Boot (includes Stripe Credit Card Payments),"Java, Angular, Spring Boot",813
Complete Python Programming Masterclass Beginner to Advanced,4.5836577,7726,109,2018-10-18,7.0,30050,Learn to Program like a Pro with Python. Start with Python Programming Basics and progress to a Python Professional.,Python,2388
The Complete Developers Guide to MongoDB,4.353936,7590,130,2023-02-01,135.0,51954,Master MongoDB and Mongoose design with a test-driven approach,MongoDB,821
"The Modern React Bootcamp (Hooks, Context, NextJS, Router)",4.5901937,7554,314,2022-12-22,39.0,43730,Just published! Follow the same curriculum I teach my students in SF. 10+ projects including one HUGE application!,React,862
The Complete 2023 Web Development Course - Build 15 Projects,4.4704323,7527,508,2022-09-16,995.0,42379,"The only course you need to become a full-stack web developer. Covers HTML5, CSS3, JS, ES6, Node, APIs, Mobile & more!",Web Development,959
Design Patterns in Java,4.0883894,7459,123,2020-04-11,105.0,56362,Discover the modern implementation of design patterns in Java,Java,1847
30 Days of Python | Unlock your Python Potential,4.52055,7413,45,2016-10-17,95.0,195132,"Python is simple enough for beginners, powerful enough for the pros. Use it for IOT, Web Scraping, Big Data,  and more.",Python,3119
SQL for Data Analysis: Beginner MySQL Business Intelligence,4.651596,7412,103,2022-11-23,45.0,55049,Learn SQL database analysis &amp; business intelligence w/ MySQL Workbench. Perfect for SQL beginners or first-time coders!,"SQL, MySQL",891
Natural Language Processing with Deep Learning in Python,4.6348248,7240,95,2023-02-04,12.0,49099,"Complete guide on deriving and implementing word2vec, GloVe, word embeddings, and sentiment analysis with recursive nets",Python,818
Selenium WebDriver with Java & Cucumber BDD,4.4167857,7136,70,2017-11-23,65.0,37000,Build a start to finish web automation testing framework and simulate user behavior on a web application + LIVE TEST APP,Java,2717
Oracle Database 12c SQL Certified Associate 1Z0-071,4.5847816,7130,182,2020-01-12,20.0,33583,Become Oracle SQL Certified ( OCA ) / Covers ORACLE university track 100%. All the presentations + scripts are attached,SQL,1937
Web Development w/ Google’s Go (golang) Programming Language,4.6102366,7094,173,2022-05-21,19.0,58389,Learn Web Programming from a University Professor in Computer Science with over 20 years of teaching experience.,"Go, Web Development",1077
Python for Time Series Data Analysis,4.617966,7050,95,2020-07-15,155.0,46775,"Learn how to use Python , Pandas, Numpy , and Statsmodels for Time Series Forecasting and Analysis!",Python,1752
Git a Web Developer Job: Mastering the Modern Workflow,4.8303022,7047,74,2021-02-03,16.0,36086,"Learn Git, GitHub, Node.js, NPM, Object-oriented JavaScript, ES6, webpack, Netlify, BEM and Job Interview Tips",Git,1549
Build Web Apps with Vue JS 3 & Firebase,4.6973405,6941,314,2021-11-18,315.0,31756,Learn Vue JS 3 & Firebase by creating & deploying dynamic web apps (including Authentication).,Firebase,1261
The Complete Python Masterclass: Learn Python From Scratch,4.4620194,6922,402,2022-09-22,395.0,31645,"Python course for beginners, Learn Python,Data Analysis, PyQt6, Django, Flask, OpenCV, Python Projects and a lot more.",Python,953
Microsoft SQL from A to Z,4.512049,6685,81,2020-12-13,55.0,30018,The Complete Guide to SQL Querying,SQL,1601
Build a Backend REST API with Python & Django - Advanced,4.6132812,6655,236,2023-01-29,23.0,50205,"Create an advanced REST API with Python, Django REST Framework and Docker using Test Driven Development (TDD)","Python, Django",824
Spring Boot Microservices and Spring Cloud. Build & Deploy.,4.4149585,6626,262,2023-02-11,20.0,44819,"Spring Cloud Config Server, API Gateway, Eureka, Feign, Resilience4J, Load Balancing, Spring Security, ELK, Docker, AWS.",Spring Boot,811
Nuxt.js 2 - Vue.js on Steroids,4.3576837,6607,107,2022-11-18,65.0,33778,Build highly engaging Vue JS apps with Nuxt.js. Nuxt adds easy server-side-rendering and a folder-based config approach.,Vue.js,896
Full Stack Java developer - Java + JSP + Restful WS + Spring,4.3446393,6592,619,2022-12-28,65.0,64006,"Full Stack Java, JSP, Hibernate, Spring, Web-services/RestFul  API, Spring boot Backend, JavaScript, React frontend.",Java,856
Angular Front To Back,4.628079,6485,73,2018-05-07,115.0,25143,Master Angular 5 from the basics to building an advanced application with Firebase's Firestore as well as authentication,Angular,2552
Python Programming - From Basics to Advanced level [2023],4.3153524,6469,41,2020-02-15,8.0,347245,This Python for beginners course will help you to become Zero to Hero. Learn Python Programming in Easy Way.,Python,1903
